sample_token,low_vis_object_count,mining_reason,safety_priority
bc0040070bcc4233a057bb293f5f6444,4,low_visibility,critical
be1494c7762c43ca88010f366997a586,4,low_visibility,critical
312cd4d3bef1476a9211d3dab50dd0b7,4,low_visibility,critical
4aaaf68b9f9f45968a4e862eb03e17ea,4,low_visibility,critical
d148d50ba9be44bcb2105d8da47425b4,4,low_visibility,critical
a63038dfb41843eb8a14485d90c2fa35,4,low_visibility,critical
37bed8d646cd4f0f8eac519794dd8bd7,4,low_visibility,critical
4cd162f9083b47d0acd83129a6539c01,4,low_visibility,critical
db0173c29e1e43d1b5535f48e541efdf,4,low_visibility,critical
c0f7a7d51fbe46f9be8ca098da06b7fb,4,low_visibility,critical
a32166aff42946d39455fcbe502a321a,4,low_visibility,critical
7ca3502caf394d6d9c0a80b822b3ff48,4,low_visibility,critical
7f49d07afdf64212a4eea699cb5ab17c,4,low_visibility,critical
27749aa3de2545219186c61d4d415e1c,4,low_visibility,critical
f90292e4cdf647e1a8842baabdaafcec,4,low_visibility,critical
98fa81992fb04e799c329eca220e7164,4,low_visibility,critical
fe40762a54e1414da73de751877ad576,4,low_visibility,critical
daae21dc94b74898a7362922e8792415,4,low_visibility,critical
8336b62c3f6f4bb988c3865cc5df4446,4,low_visibility,critical
26f99f91a8e14038bd52aee4d00df394,4,low_visibility,critical
36aa1c0eeb50457b97911c3bd742a730,4,low_visibility,critical
3ff58ee0fc4748d9895300f02114aa56,4,low_visibility,critical
0a3abc33048d46f9bd78151d1df4b004,4,low_visibility,critical
ca0a3858c31e4281866e2b2a7f7c0db0,3,low_visibility,critical
c537fef0b4b241df92f44daa976fe5b3,3,low_visibility,critical
dd8d85a47000418e849e4cb2f2a3f45f,3,low_visibility,critical
d68668cb98fe4be5a00f58b5ac8a0a7d,3,low_visibility,critical
00889f8a9549450aa2f32cf310a3e305,3,low_visibility,critical
3d22d2c87c5b483a914c7e8125326013,3,low_visibility,critical
6d5d0e60cbf4429d8b6cfa055924e5ca,3,low_visibility,critical
1dba6570f0774b5cb87de6694bb338c0,3,low_visibility,critical
3e7ed5cf0b4541e4a0e1b109dfea89cf,3,low_visibility,critical
f1fd429830e3437db4ba03ba851f0015,3,low_visibility,critical
7df1288fed8a403b8e7a35112b392d7c,3,low_visibility,critical
7220a2aaebf347cda4efedc88dcae96e,3,low_visibility,critical
385d542a35384181bc1e69cfd2df0664,3,low_visibility,critical
ca6000b81f2b4b598502b1e93e334a1d,3,low_visibility,critical
6d1d793b68b24165be5755a54054c82a,3,low_visibility,critical
083240c8c70b44e4ac6fc7f267b1518f,3,low_visibility,critical
042f582eb2bb4231910918ba85f390d3,3,low_visibility,critical
3f2ddc9476eb475b8c46f777f508cedb,3,low_visibility,critical
2c77ee386aa0444aaf27140fe6cc8364,3,low_visibility,critical
eff61ec3657c4d1c9327e3fe6ca639d3,3,low_visibility,critical
023c4df2d451409881d8e6ea82f14704,127,dense_urban,high
0402e40724984f3b833496067d46c771,66,dense_urban,high
048a45dd2cf54aa5808d8ccc85731d44,71,dense_urban,high
050b2d9c4bb647b7ab4ee94bdb538e1d,25,dense_urban,high
056becbc0d5a46da8d59eebddedb47bb,62,dense_urban,high
05bc09f952ab4cf8b754405f20d503c5,52,dense_urban,high
05e993bd780241aabaa30dd2a0473286,28,dense_urban,high
06be0e3b665c44fa8d17d9f4770bdf9c,66,dense_urban,high
07175443e8444b8c8c4802fd004e33c1,65,dense_urban,high
07c29094cb6144aa889c16c52f762d79,62,dense_urban,high
07fad91090c746ccaa1b2bdb55329e20,49,dense_urban,high
083240c8c70b44e4ac6fc7f267b1518f,20,dense_urban,high
0915646e387b484785ae2b847ffdee2f,63,dense_urban,high
092051710b7b4d9294e98dcb3f0f7be1,23,dense_urban,high
0a0d6b8c2e884134a3b48df43d54c36a,49,dense_urban,high
0a3abc33048d46f9bd78151d1df4b004,24,dense_urban,high
0af0feb5b1394b928dd13d648de898f5,64,dense_urban,high
0bb62a68055249e381b039bf54b0ccf8,44,dense_urban,high
0cd661df01aa40c3bb3a773ba86f753a,123,dense_urban,high
0d0700a2284e477db876c3ee1d864668,45,dense_urban,high
0d6668bcb0644bbaaee81c17cc308845,22,dense_urban,high
0d7263a5b8264cad996582d6219ef1f2,60,dense_urban,high
0e837c21890a4515874247ceb3dbf5c3,57,dense_urban,high
0fa505e5dd804d3b9f9f076d23b28d6d,55,dense_urban,high
134ae8a8f5c340f9894a414fc0966af4,23,dense_urban,high
17723c0411434e48875a93de4db0ecba,28,dense_urban,high
17a9388ec4b04e028b4d07af2cc3a45c,26,dense_urban,high
1923316323b44b86b3389178fb026db6,27,dense_urban,high
19f02e3faab4412988f28d419e1727fa,23,dense_urban,high
1c9a906c40f6417bbe1cea06d6e55501,57,dense_urban,high
1ddf7a48af3d43be8763f154974f09ce,22,dense_urban,high
1e0d1b76ea134c7db0592c4510f5e737,59,dense_urban,high
1e3d79dae62742a0ad64c91679863358,137,dense_urban,high
1fc26189c2524ef396e5ce6cc210c1cd,26,dense_urban,high
2021b6b367984ad7b18464a550d0ae8d,46,dense_urban,high
21342b260f964064855aa8ad1e741a22,61,dense_urban,high
236f1ecb6ee7459d918cd011831674d6,25,dense_urban,high
23799328f65843fc9e0c71f2bfbe90ef,44,dense_urban,high
252b65dd79ce4712af1b898b64ea3b98,55,dense_urban,high
2578329fc3ae484bb23ef766808f4be5,37,dense_urban,high
25a4a6aa9096458285cba35c950f2717,24,dense_urban,high
2690c36281244c06b709e9f4eeb1317a,25,dense_urban,high
26f99f91a8e14038bd52aee4d00df394,23,dense_urban,high
273c930b3f384bd58b2bbae02fe81d1e,37,dense_urban,high
27749aa3de2545219186c61d4d415e1c,23,dense_urban,high
27900b9c3cfb48ed8b49087098d4a15a,51,dense_urban,high
281b92269fd648d4b52d06ac06ca6d65,44,dense_urban,high
29796060110c4163b07f06eff4af0753,21,dense_urban,high
29e056fc277543c9bc42310b122c640e,87,dense_urban,high
2afb9d32310e4546a71cbe432911eca2,141,dense_urban,high
2c77ee386aa0444aaf27140fe6cc8364,25,dense_urban,high
2e024439286d469f8f743fe9266c0e56,73,dense_urban,high
2e96e4ef43624c3d9ae8fd5526444fa8,21,dense_urban,high
2ff86dc19c4644a1a88ce5ba848f56e5,148,dense_urban,high
312cd4d3bef1476a9211d3dab50dd0b7,21,dense_urban,high
313a60afcab5481a94a4815e0d1a6496,51,dense_urban,high
31812a5e8d514b5f8d2fbc50fc007475,50,dense_urban,high
32e2619879854a83953c08ec8557f3bb,49,dense_urban,high
356d81f38dd9473ba590f39e266f54e5,86,dense_urban,high
35833ae5808e4ef186d1fdebac3d9cf6,41,dense_urban,high
36aa1c0eeb50457b97911c3bd742a730,23,dense_urban,high
372725a4b00e49c78d6d0b1c4a38b6e0,72,dense_urban,high
37535cd306954669a2b21578573b93e3,50,dense_urban,high
378a3a3e9af346308ab9dff8ced46d9c,125,dense_urban,high
37bed8d646cd4f0f8eac519794dd8bd7,20,dense_urban,high
385d542a35384181bc1e69cfd2df0664,21,dense_urban,high
38a28a3aaf2647f2a8c0e90e31267bf8,64,dense_urban,high
3950bd41f74548429c0f7700ff3d8269,30,dense_urban,high
39586f9d59004284a7114a68825e8eec,78,dense_urban,high
39bc0a6b3692446d8ba3bde3d6a0774e,61,dense_urban,high
3a064c48e47b489a8b442b8081f877b6,50,dense_urban,high
3a7aa284dd9d485d8effc20db8cda140,26,dense_urban,high
3b594831ff7f4e27a9889c7b7d0d8e92,60,dense_urban,high
3b594af1b130490989536590345c9dc9,59,dense_urban,high
3be9d2705879419f8f3afc08949dca57,22,dense_urban,high
3e8750f331d7499e9b5123e9eb70f2e2,23,dense_urban,high
3f2ddc9476eb475b8c46f777f508cedb,22,dense_urban,high
3ff58ee0fc4748d9895300f02114aa56,25,dense_urban,high
3ffc4360d1084e6eae5067e87d79503f,53,dense_urban,high
41550a1f0b0548e5823b14d95e807c7d,23,dense_urban,high
4246e57f018745c9b2bc68feb3d71b58,122,dense_urban,high
44237858a539457da65822bfcf58c414,59,dense_urban,high
447c96d132e9494e8b03050e8dcae124,55,dense_urban,high
456ec36cb4a44ca78f36fbd90c0c34fa,63,dense_urban,high
4711bcd34644420da8bc77163431888e,144,dense_urban,high
47188ae2bc8c4faf83c909b135701176,45,dense_urban,high
49dfd2f2fef447cc9b8dec3e17c1c919,28,dense_urban,high
4aaaf68b9f9f45968a4e862eb03e17ea,21,dense_urban,high
4ae9c033164e4e01a0392672686d095c,51,dense_urban,high
4b894442c95141f9affd731d9da7b43c,56,dense_urban,high
4cd162f9083b47d0acd83129a6539c01,21,dense_urban,high
4cf5d6c3f6ab42aab23f67b5a9782d1a,64,dense_urban,high
4d4e4c0fd8ec49bdb12788e0a9ecbce3,22,dense_urban,high
4d7cf1ad5f9c4842bb6f135e058deed4,48,dense_urban,high
4e169e93acb346d59de1af7f2b4882e1,26,dense_urban,high
4ee219c4638949de9d994bc792fd0a69,20,dense_urban,high
4f545737bf3347fbbc9af60b0be9a963,110,dense_urban,high
521cde13efcc4f7cb5f93db99cce30f4,59,dense_urban,high
55c258972acb4300a3a6077a531ab050,63,dense_urban,high
576f17c305324ed7bf460f0110617355,56,dense_urban,high
5991fad3280c4f84b331536c32001a04,34,dense_urban,high
59bd7a9fae8a45bcb76f1847cf09e000,51,dense_urban,high
5b03af7a953245b5a3b23191ed4da62a,61,dense_urban,high
5b7cb170eee6468aa1fdbd3abcf63c5a,72,dense_urban,high
5bbeb4e68d51413f81a370cb33ef27fb,44,dense_urban,high
5c85640c10d9485c86bf6eb44778c002,62,dense_urban,high
5f3fc3c1d08b47cabc1bbca600abbfa8,65,dense_urban,high
5f6cc6483988439a824cec99e28bb5b9,61,dense_urban,high
5fda58ee3ae44ab9b4bbac7a2de66c27,116,dense_urban,high
609d5177362340458a3bfd4949cd1e64,74,dense_urban,high
614c6962e44240b1b0ebb3eb351fe0eb,23,dense_urban,high
61a7bd24f88a46c2963280d8b13ac675,74,dense_urban,high
61cfc5554a724824b0d34bddc147d890,25,dense_urban,high
61d9340c5ad8418dafe7a4af1b96e6b9,65,dense_urban,high
639a4120779f44bb9cf41be3e8612e36,20,dense_urban,high
6402fd1ffaf041d0b9162bd92a7ba0a2,64,dense_urban,high
64134c75d5f547fdb4a6862b192f06cd,29,dense_urban,high
648fe1aeca944fb793b334cb6ee01854,58,dense_urban,high
67e5f88901214f3aa03d68e028185e22,95,dense_urban,high
6832e717621341568c759151b5974512,45,dense_urban,high
6873840fc1df4796a7b959e13e9fb78a,52,dense_urban,high
6a9eb66eaac44de69c19d24b9d76e598,22,dense_urban,high
6aa6fa91e0d1492e812eb7e57c47df6e,107,dense_urban,high
6af01b48aec7475eac1f8e9add0276ff,54,dense_urban,high
6bfd42cf0aba4f1a94ec11fa43e2dd92,63,dense_urban,high
6cb024831cce4b6e8acf85afb7cece6e,48,dense_urban,high
6d5d0e60cbf4429d8b6cfa055924e5ca,21,dense_urban,high
6d9984d09d52479e837da2fd09e192cc,63,dense_urban,high
6dabc0fb1df045558f802246dd186b3f,50,dense_urban,high
6e004695af1549c398a52b5c95e22060,71,dense_urban,high
6f114ec641f8426399b69e844c0dfd62,44,dense_urban,high
6ff9723a60bf4e14b328b3b19f04dc32,67,dense_urban,high
700c1a25559b4433be532de3475e58a9,38,dense_urban,high
7147d8d1b51b428fb408f34799325111,25,dense_urban,high
7220a2aaebf347cda4efedc88dcae96e,21,dense_urban,high
728e3e32df3c413389cb7e233de96ac4,51,dense_urban,high
7315022fc89147a6afc7f978601f8f38,46,dense_urban,high
739b12938d0e410d9b8fc832dfad5510,42,dense_urban,high
747aa46b9a4641fe90db05d97db2acea,39,dense_urban,high
7626dde27d604ac28a0240bdd54eba7a,118,dense_urban,high
77fc24547ab34182a945eecb825b6576,54,dense_urban,high
796b1988dd254f74bf2fb19ba9c5b8c6,44,dense_urban,high
79937d5eae1d450499677a0dcffa210c,61,dense_urban,high
7bebe3c9be714f02837f8617c56df122,56,dense_urban,high
7bf1cef0e253474e847ee4c2eb955901,25,dense_urban,high
7ca3502caf394d6d9c0a80b822b3ff48,20,dense_urban,high
7d82aa0c679141d1a71733b85fdcd3ed,65,dense_urban,high
7f594234e8034228b1a7d727f1981e09,40,dense_urban,high
7f87e737dad642d9aff78a7fe12ce194,21,dense_urban,high
7fd597745c26471ab336b3dd41a5f6dc,26,dense_urban,high
7ff999a1242e4573a81dd3a6f0c158a2,65,dense_urban,high
8017a35b9b5e476289a89bd098a4a1d1,62,dense_urban,high
8057958576034e51bac9bdc5740128d5,42,dense_urban,high
8092909473464f80b9f791a4d31ddcb8,72,dense_urban,high
8178cfbc864e4cb0b6e35746b32bed9f,62,dense_urban,high
82597244941b4e79aa3e1e9cc6386f8b,50,dense_urban,high
8336b62c3f6f4bb988c3865cc5df4446,24,dense_urban,high
841dd6709e9b4d7c9d6bf888f1fe6d7e,49,dense_urban,high
8573a885a7cb41d185c05029eeb9a54e,66,dense_urban,high
8580e9a249b64b59bead9d80c0e13e8b,65,dense_urban,high
858a1ece22cf45d9bc71e42336604b78,72,dense_urban,high
8687ba92abd3406aa797115b874ebeba,40,dense_urban,high
87e772078a494d42bd34cd16172808bc,55,dense_urban,high
88449a5cb1644a199c1c11f6ac034867,147,dense_urban,high
8bf071b1b92c4ff1bd5016bfb30de3f7,51,dense_urban,high
8c8755ebb0bf4c519416323acad6cea1,20,dense_urban,high
8cc06390249d4895b5b9b860f0952f24,23,dense_urban,high
8cd36e9531fb4eba8e6ac1d666c4641c,59,dense_urban,high
8d7dcd1533704f5882a5afcb65509ed5,35,dense_urban,high
8e352d4a6c6f40c8ad4f10a3d2c3f158,51,dense_urban,high
8e5512a630dc44c08d3e3f692b34f808,24,dense_urban,high
8e9c2cba0ee74056aa3746e8391d54a9,54,dense_urban,high
9150678870764c1b87a649a25939c61b,64,dense_urban,high
919e3c4cec934168a3152077a9adcbea,113,dense_urban,high
91d9058720eb4c25a172236e14e11085,62,dense_urban,high
92594549844e4f7da7a0e73e92945b2b,28,dense_urban,high
93f4f8ac1145418cadcf14dfd2a9cf78,24,dense_urban,high
95c0a92d52584756832ec795d346e296,65,dense_urban,high
965f6af5a92449348409029a5f048a38,148,dense_urban,high
96d915e8b7e44bacba3c78e76a924e5c,59,dense_urban,high
9768a199e4884a0db50d015703efe969,61,dense_urban,high
9813c23a5f1448b09bb7910fea9baf20,124,dense_urban,high
98fa81992fb04e799c329eca220e7164,29,dense_urban,high
99f903d3f74a4f76a05a4f1e10e49329,24,dense_urban,high
9a0a16d628ae41d1ab25c9cdfc66d6a1,56,dense_urban,high
9bd27a83e6ee47f9aa372bbe8a8573c8,24,dense_urban,high
9c56003504024697a5c8d1cb9355a335,45,dense_urban,high
9c7c7d5d109c40fcaecd3c422d37b4f6,65,dense_urban,high
9c93690fc9e24ebc90906ed922159d75,24,dense_urban,high
9cc9718713c14974b5e3094e1c4eae1c,27,dense_urban,high
9cdbf5ff7f294549aea0a4307e5d104a,39,dense_urban,high
9e7683e8586542a1b6032980c45f15ce,65,dense_urban,high
9ee4020153674b9e9943d395ff8cfdf3,57,dense_urban,high
9fcdc52b791045e99c623c5fc643331f,57,dense_urban,high
a0462df7186d4ca99ef58f455d53a42c,51,dense_urban,high
a1289b27ca1d41deb6fc982be9a3d03c,48,dense_urban,high
a19a80c905674faab7203a3a4e0f5246,72,dense_urban,high
a32166aff42946d39455fcbe502a321a,21,dense_urban,high
a34fabc7aa674713b71f98ec541eb2d4,136,dense_urban,high
a401b5ee030547ab8678a563f13b4731,31,dense_urban,high
a43568a562a043f38af0ec0b71520af7,62,dense_urban,high
a480496a5988410fbe3d8ed6c84da996,24,dense_urban,high
a51146d2b181450292623ec03ade9f03,23,dense_urban,high
a572dd2e95e94e4db66bb5dbfaf870b5,52,dense_urban,high
a5afebb0aa5e4d7c95665788ce51ec58,70,dense_urban,high
a5c0ec90615e42818962e4e002de0cef,26,dense_urban,high
a5f101af325144bd8b8f67694766e255,44,dense_urban,high
a63038dfb41843eb8a14485d90c2fa35,20,dense_urban,high
a771effa2a2648d78096c3e92b95b129,58,dense_urban,high
a7acb150914b40bdad9a2dc4e657cbf9,122,dense_urban,high
a84f43c4ef52461d940a6c7d0768b86f,35,dense_urban,high
a860c02c06e54d9dbe83ce7b694f6c17,52,dense_urban,high
a98fba72bde9433fb882032d18aedb2e,49,dense_urban,high
aa581aac963a4fad848ac11fe66e8637,101,dense_urban,high
abf3d91d3c28407e80e3334fe89c03cb,21,dense_urban,high
ac452a60e8b34a7080c938c904b23057,51,dense_urban,high
ac8b4d49731d43289579f014cb7c97ef,58,dense_urban,high
ace4b20b94cf47d0b68addac79fe68de,23,dense_urban,high
acf9fcbeb1e346b98640f694f15460e8,56,dense_urban,high
ae5004bf4ebb4db0a84cb3c27bd398d1,52,dense_urban,high
b1303058fa624645b753d7283d70de45,73,dense_urban,high
b22fa0b3c34f47b6a360b60f35d5d567,50,dense_urban,high
b26e791522294bec90f86fd72226e35c,156,dense_urban,high
b2e2ffeabf91451cb31a79649bfd95df,66,dense_urban,high
b4c279e61abf49bd871ff2ec4b13e115,24,dense_urban,high
b4ff30109dd14c89b24789dc5713cf8c,37,dense_urban,high
b5989651183643369174912bc5641d3b,40,dense_urban,high
b6b0d9f2f2e14a3aaa2c8aedeb1edb69,48,dense_urban,high
b6c420c3a5bd4a219b1cb82ee5ea0aa7,73,dense_urban,high
b73152cab88f49d9ba195da81fde1809,113,dense_urban,high
b7f64f73e8a548488e6d85d9b0e13242,48,dense_urban,high
b8766f4291d5449d95bab459ca724ad8,51,dense_urban,high
b902d29df24c4efda414a9a88ed57031,26,dense_urban,high
b993550e60054741983f8052ba97b0b0,24,dense_urban,high
b9ea04a6121d4a8bb00199b885aa5ef0,54,dense_urban,high
ba2491f55619445e9d2e472f39f3b01b,71,dense_urban,high
baaa60749cd04db7952fd8f4ef8ac837,56,dense_urban,high
bc3c8a953f6b4dcdb77b521d89f3d9d5,136,dense_urban,high
be99ffc878b24aca8956bbb4e0f97d0c,120,dense_urban,high
bf2938e43c6f487497cda76b51bfc406,152,dense_urban,high
c0f7a7d51fbe46f9be8ca098da06b7fb,22,dense_urban,high
c143943fd6e246448eab88ce1a0aeda9,48,dense_urban,high
c1676a2feac74eee8aa38ca3901787d6,21,dense_urban,high
c18d3bcc9297454ba52112c079cb756e,27,dense_urban,high
c1eed31234b94e9f8e22fbf3428b0ac2,61,dense_urban,high
c235638ed66145988d17f9d0601923f2,129,dense_urban,high
c36e8482feb041de9f081e76396cf4fe,24,dense_urban,high
c4f9b75136384ec4a76c4adfc28b4259,51,dense_urban,high
c567f9b8e9f34817acdc9c49d791c557,51,dense_urban,high
c59e60042a8643e899008da2e446acca,50,dense_urban,high
c5a8f6d7a0fe4858b318aeac2524098f,56,dense_urban,high
c5f58c19249d4137ae063b0e9ecd8b8e,33,dense_urban,high
c631b61375a642b6b110f5bd5543ef7a,23,dense_urban,high
c69f16f8568a4479ab2f200c802309d9,31,dense_urban,high
c78067571d104caba7c568a847d56971,125,dense_urban,high
c844bf5a9f2243ff8f4bf2c85fe218ff,154,dense_urban,high
c923fe08b2ff4e27975d2bf30934383b,103,dense_urban,high
c9304cf98aad4ff0bb5b0cff0aab65d2,58,dense_urban,high
c9e812f2705b4b198f4675dfaa33812d,24,dense_urban,high
ca6000b81f2b4b598502b1e93e334a1d,23,dense_urban,high
ca9a282c9e77460f8360f564131a8af5,69,dense_urban,high
cb4e6195faad467094fbd4d0a9e960e9,43,dense_urban,high
cc0342fe162348dc9445493aab4b463e,29,dense_urban,high
cc57c1ea80fe46a7abddfdb15654c872,63,dense_urban,high
cd21dbfc3bd749c7b10a5c42562e0c42,143,dense_urban,high
ce94ef7a0522468e81c0e2b3a2f1e12d,56,dense_urban,high
d0ecf474e0e64950aa265cd44b9c9d75,62,dense_urban,high
d1136fce62f14400a069613e274f46f7,61,dense_urban,high
d148d50ba9be44bcb2105d8da47425b4,20,dense_urban,high
d2ae3c5bbb5343a393882b44d56f8da3,50,dense_urban,high
d3c0bbf933594f7184e20d761b6416f4,50,dense_urban,high
d61ef2ae3bd54793b8beec55061940f0,25,dense_urban,high
d6b0de49811b4d1b86a0933719c0c44a,22,dense_urban,high
d7387fb5a21d40a990a5842cca61af1c,54,dense_urban,high
d7bea9a3552b40e29d42324108dff575,52,dense_urban,high
d7cb9aa06de1442d8e2a22d562045cb4,22,dense_urban,high
d8251bbc2105497ab8ec80827d4429aa,71,dense_urban,high
db0173c29e1e43d1b5535f48e541efdf,21,dense_urban,high
dc03fe4e0a374592af7701c66d5276c4,47,dense_urban,high
dc4c80e8a1534ff8a3eb80307341161c,25,dense_urban,high
dc53cf076d114df7bb59c2a0b3bc3154,24,dense_urban,high
dca2cc206bb34bc197ae8ebdaed22f35,23,dense_urban,high
dcbe451d383e450786aaad04ab9d3790,41,dense_urban,high
dde297c8e12f44c4bc2f2c80e49d2b5a,51,dense_urban,high
de7593d76648450e947ba0c203dee1b0,48,dense_urban,high
df7066fa5f0d4b708982747cc3feed14,60,dense_urban,high
e00dc15130dc44e796687baadd076ae4,56,dense_urban,high
e0845f5322254dafadbbed75aaa07969,94,dense_urban,high
e10f8dcb73e646af840d9955a70a63d5,27,dense_urban,high
e174cb43655f49dab7ffa27b973670e3,69,dense_urban,high
e426ccb3e7874894b16e06774ae5ec42,61,dense_urban,high
e54b784a608644a2804fcf800c7499f7,49,dense_urban,high
e63b83b436a0479db7362338cdfab118,54,dense_urban,high
e6b0b282aa174a978272dc2d0a89d560,52,dense_urban,high
e6e877f31dd447199b56cae07f86daad,46,dense_urban,high
e9a1c915c0d641d0b0a3019112a1ee90,46,dense_urban,high
ecd49e3c38624c77b8aac8df445d49ba,51,dense_urban,high
ed1eee39e3dd4c30a3d932e3ceaa92c2,57,dense_urban,high
ed2e7d24f2ad41abb3d37cd9a0ca8e89,22,dense_urban,high
ed5b84e7ea6f434e99d7816b37d15f2f,43,dense_urban,high
ed5fc18c31904f96a8f0dbb99ff069c0,77,dense_urban,high
