sample_token,low_vis_object_count,mining_reason,safety_priority
edba7d0cf1c64d2a9c8a5ebddab507a9,66,dense_urban,high
eef55c3b48f34d949959b45130ee293a,119,dense_urban,high
eff61ec3657c4d1c9327e3fe6ca639d3,24,dense_urban,high
f1e3d9d08f044c439ce86a2d6fcca57b,103,dense_urban,high
f218a2b4fa6941f7ac3798adc72126e8,26,dense_urban,high
f2a6d0e38153467ba0d02706024e258d,23,dense_urban,high
f2d48fe35d5646659dc339e1d36886f9,20,dense_urban,high
f40544fd4f5d42abbcfa948eeaf86850,49,dense_urban,high
f4f86af4da3b49e79497deda5c5f223a,44,dense_urban,high
f5b8088835f247b8a5434a9f0daadc20,46,dense_urban,high
f5f955d2d7594fb4b18ef615b421c98e,51,dense_urban,high
f65ffdc408fb4a0c8ef0d1614b47dce8,62,dense_urban,high
f6ef25ab02c0483b9df411ed84873f41,59,dense_urban,high
f753d3f87e5b40af87ff2cbf7c8e7082,49,dense_urban,high
f77ef1c17cbf432587d705c88ce76b3b,53,dense_urban,high
f90292e4cdf647e1a8842baabdaafcec,31,dense_urban,high
fa65a298c01f44e7a182bbf9e5fe3697,49,dense_urban,high
fb61d590dd1143ccb12ea56fbe9d9d07,60,dense_urban,high
fc8ed14d78fa4879898315f5dee21d38,25,dense_urban,high
fdc39b23ab4242eda6ec5e1e6574fe33,55,dense_urban,high
fe2a163b8948451b95fa48e21e1988ce,24,dense_urban,high
fe42b85d7f7a4107b650ffa993a4fbff,24,dense_urban,high
feaef544d11646ed806b53d9e1f39cd9,22,dense_urban,high
fedfb3a6cb804635a0f47143f9ca8d6f,151,dense_urban,high
ff007cb7b78443e6887401d694f0d369,76,dense_urban,high
0106a9b8e65f4ad1867b44591aeed8b0,6,pedestrian_risk,critical
023c4df2d451409881d8e6ea82f14704,39,pedestrian_risk,critical
0402e40724984f3b833496067d46c771,3,pedestrian_risk,critical
042f582eb2bb4231910918ba85f390d3,5,pedestrian_risk,critical
048a45dd2cf54aa5808d8ccc85731d44,22,pedestrian_risk,critical
050b2d9c4bb647b7ab4ee94bdb538e1d,10,pedestrian_risk,critical
056becbc0d5a46da8d59eebddedb47bb,41,pedestrian_risk,critical
05bc09f952ab4cf8b754405f20d503c5,11,pedestrian_risk,critical
06be0e3b665c44fa8d17d9f4770bdf9c,7,pedestrian_risk,critical
07175443e8444b8c8c4802fd004e33c1,43,pedestrian_risk,critical
07c29094cb6144aa889c16c52f762d79,44,pedestrian_risk,critical
07fad91090c746ccaa1b2bdb55329e20,21,pedestrian_risk,critical
0915646e387b484785ae2b847ffdee2f,44,pedestrian_risk,critical
092051710b7b4d9294e98dcb3f0f7be1,7,pedestrian_risk,critical
0a0d6b8c2e884134a3b48df43d54c36a,26,pedestrian_risk,critical
0a3abc33048d46f9bd78151d1df4b004,9,pedestrian_risk,critical
0af0feb5b1394b928dd13d648de898f5,25,pedestrian_risk,critical
0bb62a68055249e381b039bf54b0ccf8,21,pedestrian_risk,critical
0cd661df01aa40c3bb3a773ba86f753a,35,pedestrian_risk,critical
0d0700a2284e477db876c3ee1d864668,27,pedestrian_risk,critical
0d6668bcb0644bbaaee81c17cc308845,11,pedestrian_risk,critical
0d7263a5b8264cad996582d6219ef1f2,3,pedestrian_risk,critical
0e837c21890a4515874247ceb3dbf5c3,33,pedestrian_risk,critical
0ee7e7691e3e4bd88d43150073906a4f,7,pedestrian_risk,critical
0fa505e5dd804d3b9f9f076d23b28d6d,3,pedestrian_risk,critical
134ae8a8f5c340f9894a414fc0966af4,10,pedestrian_risk,critical
17723c0411434e48875a93de4db0ecba,10,pedestrian_risk,critical
19f02e3faab4412988f28d419e1727fa,7,pedestrian_risk,critical
1c9a906c40f6417bbe1cea06d6e55501,15,pedestrian_risk,critical
1e0d1b76ea134c7db0592c4510f5e737,42,pedestrian_risk,critical
1e3d79dae62742a0ad64c91679863358,42,pedestrian_risk,critical
2021b6b367984ad7b18464a550d0ae8d,11,pedestrian_risk,critical
21342b260f964064855aa8ad1e741a22,5,pedestrian_risk,critical
236f1ecb6ee7459d918cd011831674d6,11,pedestrian_risk,critical
252b65dd79ce4712af1b898b64ea3b98,3,pedestrian_risk,critical
25a4a6aa9096458285cba35c950f2717,10,pedestrian_risk,critical
2690c36281244c06b709e9f4eeb1317a,10,pedestrian_risk,critical
26f99f91a8e14038bd52aee4d00df394,10,pedestrian_risk,critical
273c930b3f384bd58b2bbae02fe81d1e,16,pedestrian_risk,critical
27749aa3de2545219186c61d4d415e1c,7,pedestrian_risk,critical
27900b9c3cfb48ed8b49087098d4a15a,11,pedestrian_risk,critical
281b92269fd648d4b52d06ac06ca6d65,6,pedestrian_risk,critical
29e056fc277543c9bc42310b122c640e,25,pedestrian_risk,critical
2afb9d32310e4546a71cbe432911eca2,41,pedestrian_risk,critical
2c77ee386aa0444aaf27140fe6cc8364,9,pedestrian_risk,critical
2e024439286d469f8f743fe9266c0e56,5,pedestrian_risk,critical
2ff86dc19c4644a1a88ce5ba848f56e5,40,pedestrian_risk,critical
312cd4d3bef1476a9211d3dab50dd0b7,6,pedestrian_risk,critical
313a60afcab5481a94a4815e0d1a6496,11,pedestrian_risk,critical
31812a5e8d514b5f8d2fbc50fc007475,12,pedestrian_risk,critical
32e2619879854a83953c08ec8557f3bb,12,pedestrian_risk,critical
356d81f38dd9473ba590f39e266f54e5,33,pedestrian_risk,critical
35833ae5808e4ef186d1fdebac3d9cf6,5,pedestrian_risk,critical
36aa1c0eeb50457b97911c3bd742a730,10,pedestrian_risk,critical
372725a4b00e49c78d6d0b1c4a38b6e0,20,pedestrian_risk,critical
37535cd306954669a2b21578573b93e3,12,pedestrian_risk,critical
378a3a3e9af346308ab9dff8ced46d9c,37,pedestrian_risk,critical
38a28a3aaf2647f2a8c0e90e31267bf8,22,pedestrian_risk,critical
3950bd41f74548429c0f7700ff3d8269,23,pedestrian_risk,critical
39586f9d59004284a7114a68825e8eec,30,pedestrian_risk,critical
39bc0a6b3692446d8ba3bde3d6a0774e,4,pedestrian_risk,critical
3a064c48e47b489a8b442b8081f877b6,12,pedestrian_risk,critical
3a7aa284dd9d485d8effc20db8cda140,8,pedestrian_risk,critical
3b594831ff7f4e27a9889c7b7d0d8e92,42,pedestrian_risk,critical
3b594af1b130490989536590345c9dc9,37,pedestrian_risk,critical
3e8750f331d7499e9b5123e9eb70f2e2,19,pedestrian_risk,critical
3f2ddc9476eb475b8c46f777f508cedb,7,pedestrian_risk,critical
3ff58ee0fc4748d9895300f02114aa56,10,pedestrian_risk,critical
3ffc4360d1084e6eae5067e87d79503f,11,pedestrian_risk,critical
41550a1f0b0548e5823b14d95e807c7d,10,pedestrian_risk,critical
4246e57f018745c9b2bc68feb3d71b58,34,pedestrian_risk,critical
447c96d132e9494e8b03050e8dcae124,3,pedestrian_risk,critical
456ec36cb4a44ca78f36fbd90c0c34fa,25,pedestrian_risk,critical
4711bcd34644420da8bc77163431888e,38,pedestrian_risk,critical
47188ae2bc8c4faf83c909b135701176,12,pedestrian_risk,critical
4786b3c0d0a24c8b86b0676d32dd5919,5,pedestrian_risk,critical
49dfd2f2fef447cc9b8dec3e17c1c919,10,pedestrian_risk,critical
4aaaf68b9f9f45968a4e862eb03e17ea,6,pedestrian_risk,critical
4ae9c033164e4e01a0392672686d095c,11,pedestrian_risk,critical
4cf5d6c3f6ab42aab23f67b5a9782d1a,23,pedestrian_risk,critical
4d4e4c0fd8ec49bdb12788e0a9ecbce3,11,pedestrian_risk,critical
4d7cf1ad5f9c4842bb6f135e058deed4,12,pedestrian_risk,critical
4e169e93acb346d59de1af7f2b4882e1,10,pedestrian_risk,critical
4e1d1031fe9f45f981a2f598365fc645,7,pedestrian_risk,critical
4ee219c4638949de9d994bc792fd0a69,5,pedestrian_risk,critical
4f545737bf3347fbbc9af60b0be9a963,38,pedestrian_risk,critical
521cde13efcc4f7cb5f93db99cce30f4,5,pedestrian_risk,critical
576f17c305324ed7bf460f0110617355,4,pedestrian_risk,critical
59bd7a9fae8a45bcb76f1847cf09e000,12,pedestrian_risk,critical
5b03af7a953245b5a3b23191ed4da62a,26,pedestrian_risk,critical
5b7cb170eee6468aa1fdbd3abcf63c5a,23,pedestrian_risk,critical
5bbeb4e68d51413f81a370cb33ef27fb,11,pedestrian_risk,critical
5c85640c10d9485c86bf6eb44778c002,4,pedestrian_risk,critical
5f3fc3c1d08b47cabc1bbca600abbfa8,3,pedestrian_risk,critical
5f6cc6483988439a824cec99e28bb5b9,4,pedestrian_risk,critical
5fda58ee3ae44ab9b4bbac7a2de66c27,30,pedestrian_risk,critical
609d5177362340458a3bfd4949cd1e64,20,pedestrian_risk,critical
614c6962e44240b1b0ebb3eb351fe0eb,10,pedestrian_risk,critical
61a7bd24f88a46c2963280d8b13ac675,20,pedestrian_risk,critical
61cfc5554a724824b0d34bddc147d890,9,pedestrian_risk,critical
61d47d1198184bfdaa6777e9448d825d,4,pedestrian_risk,critical
61d9340c5ad8418dafe7a4af1b96e6b9,25,pedestrian_risk,critical
639a4120779f44bb9cf41be3e8612e36,6,pedestrian_risk,critical
6402fd1ffaf041d0b9162bd92a7ba0a2,21,pedestrian_risk,critical
648fe1aeca944fb793b334cb6ee01854,41,pedestrian_risk,critical
67e5f88901214f3aa03d68e028185e22,27,pedestrian_risk,critical
6832e717621341568c759151b5974512,32,pedestrian_risk,critical
6873840fc1df4796a7b959e13e9fb78a,11,pedestrian_risk,critical
6aa6fa91e0d1492e812eb7e57c47df6e,30,pedestrian_risk,critical
6af01b48aec7475eac1f8e9add0276ff,3,pedestrian_risk,critical
6bfd42cf0aba4f1a94ec11fa43e2dd92,25,pedestrian_risk,critical
6cb024831cce4b6e8acf85afb7cece6e,24,pedestrian_risk,critical
6d5d0e60cbf4429d8b6cfa055924e5ca,7,pedestrian_risk,critical
6d9984d09d52479e837da2fd09e192cc,22,pedestrian_risk,critical
6dabc0fb1df045558f802246dd186b3f,11,pedestrian_risk,critical
6e004695af1549c398a52b5c95e22060,3,pedestrian_risk,critical
6f114ec641f8426399b69e844c0dfd62,12,pedestrian_risk,critical
6ff9723a60bf4e14b328b3b19f04dc32,9,pedestrian_risk,critical
700c1a25559b4433be532de3475e58a9,27,pedestrian_risk,critical
7147d8d1b51b428fb408f34799325111,10,pedestrian_risk,critical
728e3e32df3c413389cb7e233de96ac4,5,pedestrian_risk,critical
7315022fc89147a6afc7f978601f8f38,11,pedestrian_risk,critical
739b12938d0e410d9b8fc832dfad5510,12,pedestrian_risk,critical
747aa46b9a4641fe90db05d97db2acea,26,pedestrian_risk,critical
7626dde27d604ac28a0240bdd54eba7a,38,pedestrian_risk,critical
77fc24547ab34182a945eecb825b6576,39,pedestrian_risk,critical
796b1988dd254f74bf2fb19ba9c5b8c6,27,pedestrian_risk,critical
79937d5eae1d450499677a0dcffa210c,4,pedestrian_risk,critical
7d82aa0c679141d1a71733b85fdcd3ed,44,pedestrian_risk,critical
7fd597745c26471ab336b3dd41a5f6dc,9,pedestrian_risk,critical
7ff999a1242e4573a81dd3a6f0c158a2,3,pedestrian_risk,critical
8017a35b9b5e476289a89bd098a4a1d1,3,pedestrian_risk,critical
8092909473464f80b9f791a4d31ddcb8,15,pedestrian_risk,critical
8178cfbc864e4cb0b6e35746b32bed9f,44,pedestrian_risk,critical
82597244941b4e79aa3e1e9cc6386f8b,11,pedestrian_risk,critical
8336b62c3f6f4bb988c3865cc5df4446,11,pedestrian_risk,critical
8573a885a7cb41d185c05029eeb9a54e,4,pedestrian_risk,critical
8580e9a249b64b59bead9d80c0e13e8b,3,pedestrian_risk,critical
858a1ece22cf45d9bc71e42336604b78,22,pedestrian_risk,critical
8687ba92abd3406aa797115b874ebeba,10,pedestrian_risk,critical
87e772078a494d42bd34cd16172808bc,10,pedestrian_risk,critical
88449a5cb1644a199c1c11f6ac034867,41,pedestrian_risk,critical
8bf071b1b92c4ff1bd5016bfb30de3f7,11,pedestrian_risk,critical
8cc06390249d4895b5b9b860f0952f24,11,pedestrian_risk,critical
8d7dcd1533704f5882a5afcb65509ed5,12,pedestrian_risk,critical
8e5512a630dc44c08d3e3f692b34f808,10,pedestrian_risk,critical
8e9c2cba0ee74056aa3746e8391d54a9,25,pedestrian_risk,critical
9150678870764c1b87a649a25939c61b,5,pedestrian_risk,critical
919e3c4cec934168a3152077a9adcbea,30,pedestrian_risk,critical
91d9058720eb4c25a172236e14e11085,4,pedestrian_risk,critical
93f4f8ac1145418cadcf14dfd2a9cf78,10,pedestrian_risk,critical
95c0a92d52584756832ec795d346e296,44,pedestrian_risk,critical
965f6af5a92449348409029a5f048a38,39,pedestrian_risk,critical
96d915e8b7e44bacba3c78e76a924e5c,5,pedestrian_risk,critical
9768a199e4884a0db50d015703efe969,4,pedestrian_risk,critical
9813c23a5f1448b09bb7910fea9baf20,39,pedestrian_risk,critical
98fa81992fb04e799c329eca220e7164,11,pedestrian_risk,critical
99f903d3f74a4f76a05a4f1e10e49329,10,pedestrian_risk,critical
9a0a16d628ae41d1ab25c9cdfc66d6a1,5,pedestrian_risk,critical
9bd27a83e6ee47f9aa372bbe8a8573c8,11,pedestrian_risk,critical
9c56003504024697a5c8d1cb9355a335,5,pedestrian_risk,critical
9c7c7d5d109c40fcaecd3c422d37b4f6,44,pedestrian_risk,critical
9c93690fc9e24ebc90906ed922159d75,10,pedestrian_risk,critical
9cc9718713c14974b5e3094e1c4eae1c,9,pedestrian_risk,critical
9e7683e8586542a1b6032980c45f15ce,24,pedestrian_risk,critical
9ee4020153674b9e9943d395ff8cfdf3,25,pedestrian_risk,critical
9fcdc52b791045e99c623c5fc643331f,16,pedestrian_risk,critical
a0462df7186d4ca99ef58f455d53a42c,11,pedestrian_risk,critical
a19a80c905674faab7203a3a4e0f5246,17,pedestrian_risk,critical
a34fabc7aa674713b71f98ec541eb2d4,37,pedestrian_risk,critical
a43568a562a043f38af0ec0b71520af7,44,pedestrian_risk,critical
a480496a5988410fbe3d8ed6c84da996,9,pedestrian_risk,critical
a51146d2b181450292623ec03ade9f03,7,pedestrian_risk,critical
a572dd2e95e94e4db66bb5dbfaf870b5,11,pedestrian_risk,critical
a5afebb0aa5e4d7c95665788ce51ec58,23,pedestrian_risk,critical
a5c0ec90615e42818962e4e002de0cef,8,pedestrian_risk,critical
a5f101af325144bd8b8f67694766e255,12,pedestrian_risk,critical
a771effa2a2648d78096c3e92b95b129,13,pedestrian_risk,critical
a7acb150914b40bdad9a2dc4e657cbf9,34,pedestrian_risk,critical
a84f43c4ef52461d940a6c7d0768b86f,14,pedestrian_risk,critical
a860c02c06e54d9dbe83ce7b694f6c17,11,pedestrian_risk,critical
a98fba72bde9433fb882032d18aedb2e,32,pedestrian_risk,critical
aa581aac963a4fad848ac11fe66e8637,28,pedestrian_risk,critical
abf3d91d3c28407e80e3334fe89c03cb,11,pedestrian_risk,critical
ac452a60e8b34a7080c938c904b23057,11,pedestrian_risk,critical
ac8b4d49731d43289579f014cb7c97ef,21,pedestrian_risk,critical
ac9af15d1aba4f5786877dde9f0b1c93,5,pedestrian_risk,critical
ace4b20b94cf47d0b68addac79fe68de,10,pedestrian_risk,critical
acf9fcbeb1e346b98640f694f15460e8,33,pedestrian_risk,critical
ae5004bf4ebb4db0a84cb3c27bd398d1,21,pedestrian_risk,critical
b085cc54b9c6437db176033620d00529,7,pedestrian_risk,critical
b1303058fa624645b753d7283d70de45,18,pedestrian_risk,critical
b22fa0b3c34f47b6a360b60f35d5d567,27,pedestrian_risk,critical
b26e791522294bec90f86fd72226e35c,43,pedestrian_risk,critical
b2e2ffeabf91451cb31a79649bfd95df,5,pedestrian_risk,critical
b2f333255d574bebb6f170beaab6a824,6,pedestrian_risk,critical
b4c279e61abf49bd871ff2ec4b13e115,10,pedestrian_risk,critical
b5989651183643369174912bc5641d3b,20,pedestrian_risk,critical
b6b0d9f2f2e14a3aaa2c8aedeb1edb69,31,pedestrian_risk,critical
b6c420c3a5bd4a219b1cb82ee5ea0aa7,16,pedestrian_risk,critical
b73152cab88f49d9ba195da81fde1809,31,pedestrian_risk,critical
b7f64f73e8a548488e6d85d9b0e13242,11,pedestrian_risk,critical
b8766f4291d5449d95bab459ca724ad8,11,pedestrian_risk,critical
b902d29df24c4efda414a9a88ed57031,10,pedestrian_risk,critical
b993550e60054741983f8052ba97b0b0,9,pedestrian_risk,critical
b9ea04a6121d4a8bb00199b885aa5ef0,12,pedestrian_risk,critical
ba2491f55619445e9d2e472f39f3b01b,3,pedestrian_risk,critical
baaa60749cd04db7952fd8f4ef8ac837,3,pedestrian_risk,critical
bc3c8a953f6b4dcdb77b521d89f3d9d5,42,pedestrian_risk,critical
be99ffc878b24aca8956bbb4e0f97d0c,37,pedestrian_risk,critical
bf2938e43c6f487497cda76b51bfc406,41,pedestrian_risk,critical
c143943fd6e246448eab88ce1a0aeda9,12,pedestrian_risk,critical
c1676a2feac74eee8aa38ca3901787d6,5,pedestrian_risk,critical
c18d3bcc9297454ba52112c079cb756e,9,pedestrian_risk,critical
c1eed31234b94e9f8e22fbf3428b0ac2,22,pedestrian_risk,critical
c235638ed66145988d17f9d0601923f2,41,pedestrian_risk,critical
c36e8482feb041de9f081e76396cf4fe,9,pedestrian_risk,critical
c4f9b75136384ec4a76c4adfc28b4259,11,pedestrian_risk,critical
c59e60042a8643e899008da2e446acca,33,pedestrian_risk,critical
c5a8f6d7a0fe4858b318aeac2524098f,5,pedestrian_risk,critical
c5f58c19249d4137ae063b0e9ecd8b8e,24,pedestrian_risk,critical
c631b61375a642b6b110f5bd5543ef7a,10,pedestrian_risk,critical
c78067571d104caba7c568a847d56971,35,pedestrian_risk,critical
c844bf5a9f2243ff8f4bf2c85fe218ff,43,pedestrian_risk,critical
c923fe08b2ff4e27975d2bf30934383b,36,pedestrian_risk,critical
c9304cf98aad4ff0bb5b0cff0aab65d2,4,pedestrian_risk,critical
c9e812f2705b4b198f4675dfaa33812d,9,pedestrian_risk,critical
ca9a282c9e77460f8360f564131a8af5,30,pedestrian_risk,critical
cc57c1ea80fe46a7abddfdb15654c872,23,pedestrian_risk,critical
cd21dbfc3bd749c7b10a5c42562e0c42,40,pedestrian_risk,critical
ce94ef7a0522468e81c0e2b3a2f1e12d,17,pedestrian_risk,critical
d0ecf474e0e64950aa265cd44b9c9d75,26,pedestrian_risk,critical
d1136fce62f14400a069613e274f46f7,43,pedestrian_risk,critical
d2ae3c5bbb5343a393882b44d56f8da3,11,pedestrian_risk,critical
d3c0bbf933594f7184e20d761b6416f4,12,pedestrian_risk,critical
d61ef2ae3bd54793b8beec55061940f0,11,pedestrian_risk,critical
d6b0de49811b4d1b86a0933719c0c44a,7,pedestrian_risk,critical
d7387fb5a21d40a990a5842cca61af1c,3,pedestrian_risk,critical
d7bea9a3552b40e29d42324108dff575,11,pedestrian_risk,critical
d7cb9aa06de1442d8e2a22d562045cb4,11,pedestrian_risk,critical
d8251bbc2105497ab8ec80827d4429aa,22,pedestrian_risk,critical
daae21dc94b74898a7362922e8792415,6,pedestrian_risk,critical
dc03fe4e0a374592af7701c66d5276c4,11,pedestrian_risk,critical
dc4c80e8a1534ff8a3eb80307341161c,9,pedestrian_risk,critical
dc53cf076d114df7bb59c2a0b3bc3154,11,pedestrian_risk,critical
dca2cc206bb34bc197ae8ebdaed22f35,7,pedestrian_risk,critical
dcbe451d383e450786aaad04ab9d3790,12,pedestrian_risk,critical
dde297c8e12f44c4bc2f2c80e49d2b5a,11,pedestrian_risk,critical
de7593d76648450e947ba0c203dee1b0,27,pedestrian_risk,critical
df7066fa5f0d4b708982747cc3feed14,4,pedestrian_risk,critical
e0845f5322254dafadbbed75aaa07969,35,pedestrian_risk,critical
e174cb43655f49dab7ffa27b973670e3,12,pedestrian_risk,critical
e426ccb3e7874894b16e06774ae5ec42,5,pedestrian_risk,critical
e6b0b282aa174a978272dc2d0a89d560,37,pedestrian_risk,critical
e9a1c915c0d641d0b0a3019112a1ee90,11,pedestrian_risk,critical
ecd49e3c38624c77b8aac8df445d49ba,11,pedestrian_risk,critical
ed1eee39e3dd4c30a3d932e3ceaa92c2,5,pedestrian_risk,critical
ed5b84e7ea6f434e99d7816b37d15f2f,12,pedestrian_risk,critical
ed5fc18c31904f96a8f0dbb99ff069c0,22,pedestrian_risk,critical
edba7d0cf1c64d2a9c8a5ebddab507a9,23,pedestrian_risk,critical
eef55c3b48f34d949959b45130ee293a,32,pedestrian_risk,critical
eff61ec3657c4d1c9327e3fe6ca639d3,9,pedestrian_risk,critical
f1e3d9d08f044c439ce86a2d6fcca57b,37,pedestrian_risk,critical
f218a2b4fa6941f7ac3798adc72126e8,9,pedestrian_risk,critical
f2a6d0e38153467ba0d02706024e258d,10,pedestrian_risk,critical
f40544fd4f5d42abbcfa948eeaf86850,8,pedestrian_risk,critical
f4f86af4da3b49e79497deda5c5f223a,31,pedestrian_risk,critical
f5b8088835f247b8a5434a9f0daadc20,11,pedestrian_risk,critical
f5f955d2d7594fb4b18ef615b421c98e,27,pedestrian_risk,critical
f65ffdc408fb4a0c8ef0d1614b47dce8,43,pedestrian_risk,critical
f6ef25ab02c0483b9df411ed84873f41,4,pedestrian_risk,critical
f753d3f87e5b40af87ff2cbf7c8e7082,27,pedestrian_risk,critical
f77ef1c17cbf432587d705c88ce76b3b,38,pedestrian_risk,critical
f90292e4cdf647e1a8842baabdaafcec,10,pedestrian_risk,critical
fa65a298c01f44e7a182bbf9e5fe3697,33,pedestrian_risk,critical
fb61d590dd1143ccb12ea56fbe9d9d07,42,pedestrian_risk,critical
fc8ed14d78fa4879898315f5dee21d38,11,pedestrian_risk,critical
fdc39b23ab4242eda6ec5e1e6574fe33,25,pedestrian_risk,critical
fe2a163b8948451b95fa48e21e1988ce,7,pedestrian_risk,critical
fe40762a54e1414da73de751877ad576,4,pedestrian_risk,critical
fe42b85d7f7a4107b650ffa993a4fbff,7,pedestrian_risk,critical
feaef544d11646ed806b53d9e1f39cd9,7,pedestrian_risk,critical
fedfb3a6cb804635a0f47143f9ca8d6f,43,pedestrian_risk,critical
ff007cb7b78443e6887401d694f0d369,5,pedestrian_risk,critical
